level	light magic power	verified
490	112637000	TRUE
491	113050000	TRUE
492	113463000	TRUE
493	113876000	TRUE
494	114289000	TRUE
495	114702000	TRUE
496	115115000	TRUE
497	115528000	TRUE
498	115941000	TRUE
499	116354000	TRUE
500	116774000	TRUE
501	117194000	TRUE
502	117614000	TRUE
503	118034000	TRUE
504	118454000	TRUE
505	118874000	TRUE
506	119294000	TRUE
507	119714000	TRUE
508	120134000	TRUE
509	120554000	TRUE
510	120974000	TRUE
511	121401000	TRUE
512	121828000	TRUE
513	122255000	TRUE
514	122682000	TRUE
515	123109000	TRUE
516	123536000	TRUE
517	123963000	TRUE
518	124390000	TRUE
519	124817000	TRUE
520	125244000	TRUE
521	125678000	TRUE
522	126112000	TRUE
523	126546000	TRUE
524	126980000	TRUE
525	127414000	TRUE
526	127848000	TRUE
527	128282000	TRUE
528	128716000	TRUE
529	129150000	TRUE
530	129584000	TRUE
531	130018000	TRUE
532	130459000	TRUE
533	130900000	TRUE
534	131341000	TRUE
535	131782000	TRUE
536	132223000	TRUE
537	132664000	TRUE
538	133105000	TRUE
539	133546000	TRUE
540	133987000	TRUE
541	134428000	TRUE
542	134868992	TRUE
543	135316992	TRUE
544	135764992	TRUE
545	136212992	TRUE
546	136660992	TRUE
547	137108992	TRUE
548	137556992	TRUE
549	138004992	TRUE
550	138452992	TRUE
551	138900992	TRUE
552	139348992	TRUE
553	139804000	TRUE
554	140259008	TRUE
555	140714000	TRUE
556	141168992	TRUE
557	141624000	TRUE
558	142079008	TRUE
559	142534000	TRUE
560	142988992	TRUE
561	143444000	TRUE
562	143899008	TRUE
563	144354000	TRUE
564	144816000	TRUE
565	145278000	TRUE
566	145740000	TRUE
567	146202000	TRUE
568	146664000	TRUE
569	147126000	TRUE
570	147588000	TRUE
571	148050000	TRUE
572	148512000	TRUE
573	148974000	TRUE
574	149436000	TRUE
575	149904992	TRUE
576	150374000	TRUE
577	150843008	TRUE
578	151312000	TRUE
579	151780992	TRUE
580	152250000	TRUE
581	152719008	TRUE
582	153188000	TRUE
583	153656992	TRUE
584	154126000	TRUE
585	154595008	TRUE
586	155071008	TRUE
587	155547008	TRUE
588	156023008	TRUE
589	156499008	TRUE
590	156975008	TRUE
591	157451008	TRUE
592	157927008	TRUE
593	158403008	TRUE
594	158879008	TRUE
595	159355008	TRUE
596	159831008	TRUE
597	160314000	TRUE
598	160796992	TRUE
599	161280000	TRUE
600	161763008	TRUE
601	162246000	TRUE
602	162728992	TRUE
603	163212000	TRUE
604	163695008	TRUE
605	164178000	TRUE
606	164660992	TRUE
607	165144000	TRUE
608	165634000	TRUE
609	166124000	TRUE
610	166614000	TRUE
611	167104000	TRUE
612	167594000	TRUE
613	168084000	TRUE
614	168574000	TRUE
615	169064000	TRUE
616	169554000	TRUE
617	170044000	TRUE
618	170534000	TRUE
619	171031008	TRUE
620	171528000	TRUE
621	172024992	TRUE
622	172522000	TRUE
623	173019008	TRUE
624	173516000	TRUE
625	174012992	TRUE
626	174510000	TRUE
627	175007008	TRUE
628	175504000	TRUE
629	176000992	TRUE
630	176504992	TRUE
631	177008992	TRUE
632	177512992	TRUE
633	178016992	TRUE
634	178520992	TRUE
635	179024992	TRUE
636	179528992	TRUE
637	180032992	TRUE
638	180536992	TRUE
639	181040992	TRUE
640	181544992	TRUE
641	182056000	TRUE
642	182567008	TRUE
643	183078000	TRUE
644	183588992	TRUE
645	184100000	TRUE
646	184611008	TRUE
647	185122000	TRUE
648	185632992	TRUE
649	186144000	TRUE
650	186655008	TRUE
651	187166000	TRUE
652	187684000	TRUE
653	188202000	TRUE
654	188720000	TRUE
655	189238000	TRUE
656	189756000	TRUE
657	190274000	TRUE
658	190792000	TRUE
659	191310000	TRUE
660	191828000	TRUE
661	192346000	TRUE
662	192864000	TRUE
663	193388992	TRUE
664	193914000	TRUE
665	194439008	TRUE
666	194964000	TRUE
667	195488992	TRUE
668	196014000	TRUE
669	196539008	TRUE
670	197064000	TRUE
671	197588992	TRUE
672	198114000	TRUE
673	198639008	TRUE
674	199164000	TRUE
675	199696000	TRUE
676	200228000	TRUE
677	200760000	TRUE
678	201292000	TRUE
679	201824000	TRUE
680	202356000	TRUE
681	202888000	TRUE
682	203420000	TRUE
683	203952000	TRUE
684	204484000	TRUE
685	205016000	TRUE
686	205555008	TRUE
687	206094000	TRUE
688	206632992	TRUE
689	207172000	TRUE
690	207711008	TRUE
691	208250000	TRUE
692	208788992	TRUE
693	209328000	TRUE
694	209867008	TRUE
695	210406000	TRUE
696	210944992	TRUE
697	211491008	TRUE
698	212036992	TRUE
699	212583008	TRUE
700	213128992	TRUE
701	213675008	TRUE
702	214220992	TRUE
703	214767008	TRUE
704	215312992	TRUE
705	215859008	TRUE
706	216404992	TRUE
707	216951008	TRUE
708	217504000	TRUE
709	218056992	TRUE
710	218610000	TRUE
711	219163008	TRUE
712	219716000	TRUE
713	220268992	TRUE
714	220822000	TRUE
715	221375008	TRUE
716	221928000	TRUE
717	222480992	TRUE
718	223034000	TRUE
719	223587008	TRUE
720	224147008	TRUE
721	224707008	TRUE
722	225267008	TRUE
723	225827008	TRUE
724	226387008	TRUE
725	226947008	TRUE
726	227507008	TRUE
727	228067008	TRUE
728	228627008	TRUE
729	229187008	TRUE
730	229747008	TRUE
731	230314000	TRUE
732	230880992	TRUE
733	231448000	TRUE
734	232015008	TRUE
735	232582000	TRUE
736	233148992	TRUE
737	233716000	TRUE
738	234283008	TRUE
739	234850000	TRUE
740	235416992	TRUE
741	235984000	TRUE
742	236551008	TRUE
743	237124992	TRUE
744	237699008	TRUE
745	238272992	TRUE
746	238847008	TRUE
747	239420992	TRUE
748	239995008	TRUE
749	240568992	TRUE
750	241143008	TRUE
751	241716992	TRUE
752	242291008	TRUE
753	242864992	TRUE
754	243446000	TRUE
755	244027008	TRUE
756	244608000	TRUE
757	245188992	TRUE
758	245770000	TRUE
759	246351008	TRUE
760	246932000	TRUE
761	247512992	TRUE
762	248094000	TRUE
763	248675008	TRUE
764	249256000	TRUE
765	249836992	TRUE
766	250424992	TRUE
767	251012992	TRUE
768	251600992	TRUE
769	252188992	TRUE
770	252776992	TRUE
771	253364992	TRUE
772	253952992	TRUE
773	254540992	TRUE
774	255128992	TRUE
775	255716992	TRUE
776	256304992	TRUE
777	256900000	TRUE
778	257495008	TRUE
779	258090000	TRUE
780	258684992	TRUE
781	259280000	TRUE
782	259875008	TRUE
783	260470000	TRUE
784	261064992	TRUE
785	261660000	TRUE
786	262255008	TRUE
787	262850000	TRUE
788	263444992	TRUE
789	264047008	TRUE
790	264648992	TRUE
791	265251008	TRUE
792	265852992	TRUE
793	266455008	TRUE
794	267056992	TRUE
795	267659008	TRUE
796	268260992	TRUE
797	268863008	TRUE
798	269464992	TRUE
799	270067008	TRUE
800	270676000	TRUE
801	271284992	TRUE
802	271894016	TRUE
803	272503008	TRUE
804	273112000	TRUE
805	273720992	TRUE
806	274329984	TRUE
807	274939008	TRUE
808	275548000	TRUE
809	276156992	TRUE
810	276766016	TRUE
811	277375008	TRUE
812	277991008	TRUE
813	278607008	TRUE
814	279223008	TRUE
815	279839008	TRUE
816	280455008	TRUE
817	281071008	TRUE
818	281687008	TRUE
819	282303008	TRUE
820	282919008	TRUE
821	283535008	TRUE
822	284151008	TRUE
823	284767008	TRUE
824	285390016	TRUE
825	286012992	TRUE
826	286636000	TRUE
827	287259008	TRUE
828	287881984	TRUE
829	288504992	TRUE
830	289128000	TRUE
831	289751008	TRUE
832	290374016	TRUE
833	290996992	TRUE
834	291620000	TRUE
835	292249984	TRUE
836	292880000	TRUE
837	293510016	TRUE
838	294140000	TRUE
839	294769984	TRUE
840	295400000	TRUE
841	296030016	TRUE
842	296660000	TRUE
843	297289984	TRUE
844	297920000	TRUE
845	298550016	TRUE
846	299180000	TRUE
847	299816992	TRUE
848	300454016	TRUE
849	301091008	TRUE
850	301728000	TRUE
851	302364992	TRUE
852	303001984	TRUE
853	303639008	TRUE
854	304276000	TRUE
855	304912992	TRUE
856	305550016	TRUE
857	306187008	TRUE
858	306824000	TRUE
859	307468000	TRUE
860	308112000	TRUE
861	308756000	TRUE
862	309400000	TRUE
863	310044000	TRUE
864	310688000	TRUE
865	311332000	TRUE
866	311976000	TRUE
867	312620000	TRUE
868	313264000	TRUE
869	313908000	TRUE
870	314552000	TRUE
871	315203008	TRUE
872	315854016	TRUE
873	316504992	TRUE
874	317156000	TRUE
875	317807008	TRUE
876	318457984	TRUE
877	319108992	TRUE
878	319760000	TRUE
879	320411008	TRUE
880	321062016	TRUE
881	321712992	TRUE
882	322364000	TRUE
883	323022016	TRUE
884	323680000	TRUE
885	324337984	TRUE
886	324996000	TRUE
887	325654016	TRUE
888	326312000	TRUE
889	326969984	TRUE
890	327628000	TRUE
891	328286016	TRUE
892	328944000	TRUE
893	329601984	TRUE
894	330267008	TRUE
895	330932000	TRUE
896	331596992	TRUE
897	332262016	TRUE
898	332927008	TRUE
899	333592000	TRUE
900	334256992	TRUE
901	334921984	TRUE
902	335587008	TRUE
903	336252000	TRUE
904	336916992	TRUE
905	337582016	TRUE
906	338254016	TRUE
907	338926016	TRUE
908	339598016	TRUE
909	340270016	TRUE
910	340942016	TRUE
911	341614016	TRUE
912	342286016	TRUE
913	342958016	TRUE
914	343630016	TRUE
915	344302016	TRUE
916	344974016	TRUE
917	345646016	TRUE
918	346324992	TRUE
919	347004000	TRUE
920	347683008	TRUE
921	348361984	TRUE
922	349040992	TRUE
923	349720000	TRUE
924	350399008	TRUE
925	351078016	TRUE
926	351756992	TRUE
927	352436000	TRUE
928	353115008	TRUE
929	353793984	TRUE
930	354480000	TRUE
931	355166016	TRUE
932	355852000	TRUE
933	356537984	TRUE
934	357224000	TRUE
935	357910016	TRUE
936	358596000	TRUE
937	359281984	TRUE
938	359968000	TRUE
939	360654016	TRUE
940	361340000	TRUE
941	362025984	TRUE
942	362719008	TRUE
943	363412000	TRUE
944	364104992	TRUE
945	364798016	TRUE
946	365491008	TRUE
947	366184000	TRUE
948	366876992	TRUE
949	367569984	TRUE
950	368263008	TRUE
951	368956000	TRUE
952	369648992	TRUE
953	370342016	TRUE
954	371041984	TRUE
955	371742016	TRUE
956	372441984	TRUE
957	373142016	TRUE
958	373841984	TRUE
959	374542016	TRUE
960	375241984	TRUE
961	375942016	TRUE
962	376641984	TRUE
963	377342016	TRUE
964	378041984	TRUE
965	378742016	TRUE
966	379448992	TRUE
967	380156000	TRUE
968	380863008	TRUE
969	381569984	TRUE
970	382276992	TRUE
971	382984000	TRUE
972	383691008	TRUE
973	384398016	TRUE
974	385104992	TRUE
975	385812000	TRUE
976	386519008	TRUE
977	387225984	TRUE
978	387940000	TRUE
979	388654016	TRUE
980	389368000	TRUE
981	390081984	TRUE
982	390796000	TRUE
983	391510016	TRUE
984	392224000	TRUE
985	392937984	TRUE
986	393652000	TRUE
987	394366016	TRUE
988	395080000	TRUE
989	395793984	TRUE
990	396508000	TRUE
991	397228992	TRUE
992	397950016	TRUE
993	398671008	TRUE
994	399392000	TRUE
995	400112992	TRUE
996	400833984	TRUE
997	401555008	TRUE
998	402276000	TRUE
999	402996992	TRUE
1000	403718016	TRUE
1001	404439008	TRUE
1002	405160000	TRUE
1003	405888000	TRUE
1004	406616000	TRUE
1005	407344000	TRUE
1006	408072000	TRUE
1007	408800000	TRUE
1008	409528000	TRUE
1009	410256000	TRUE
1010	410984000	TRUE
1011	411712000	TRUE
1012	412440000	TRUE
1013	413168000	TRUE
1014	413896000	TRUE
1015	414631008	TRUE
1016	415366016	TRUE
1017	416100992	TRUE
1018	416836000	TRUE
1019	417571008	TRUE
1020	418305984	TRUE
1021	419040992	TRUE
1022	419776000	TRUE
1023	420511008	TRUE
1024	421246016	TRUE
1025	421980992	TRUE
1026	422716000	TRUE
1027	423457984	TRUE
1028	424200000	TRUE
1029	424942016	TRUE
1030	425684000	TRUE
1031	426425984	TRUE
1032	427168000	TRUE
1033	427910016	TRUE
1034	428652000	TRUE
1035	429393984	TRUE
1036	430136000	TRUE
1037	430878016	TRUE
1038	431620000	TRUE
1039	432368992	TRUE
1040	433118016	TRUE
1041	433867008	TRUE
1042	434616000	TRUE
1043	435364992	TRUE
1044	436113984	TRUE
1045	436863008	TRUE
1046	437612000	TRUE
1047	438360992	TRUE
1048	439110016	TRUE
1049	439859008	TRUE
1050	440608000	TRUE
1051	441356992	TRUE
1052	442112992	TRUE
1053	442868992	TRUE
1054	443624992	TRUE
1055	444380992	TRUE
1056	445136992	TRUE
1057	445892992	TRUE
1058	446648992	TRUE
1059	447404992	TRUE
1060	448160992	TRUE
1061	448916992	TRUE
1062	449672992	TRUE
1063	450428992	TRUE
1064	451192000	TRUE
1065	451955008	TRUE
1066	452718016	TRUE
1067	453480992	TRUE
1068	454244000	TRUE
1069	455007008	TRUE
1070	455769984	TRUE
1071	456532992	TRUE
1072	457296000	TRUE
1073	458059008	TRUE
1074	458822016	TRUE
1075	459584992	TRUE
1076	460355008	TRUE
1077	461124992	TRUE
1078	461895008	TRUE
1079	462664992	TRUE
1080	463435008	TRUE
1081	464204992	TRUE
1082	464975008	TRUE
1083	465744992	TRUE
1084	466515008	TRUE
1085	467284992	TRUE
1086	468055008	TRUE
1087	468824992	TRUE
1088	469595008	TRUE
1089	470372000	TRUE
1090	471148992	TRUE
1091	471926016	TRUE
1092	472703008	TRUE
1093	473480000	TRUE
1094	474256992	TRUE
1095	475033984	TRUE
1096	475811008	TRUE
1097	476588000	TRUE
1098	477364992	TRUE
1099	478142016	TRUE
1100	478919008	TRUE
1101	479703008	TRUE
1102	480487008	TRUE
1103	481271008	TRUE
1104	482055008	TRUE
1105	482839008	TRUE
1106	483623008	TRUE
1107	484407008	TRUE
1108	485191008	TRUE
1109	485975008	TRUE
1110	486759008	TRUE
1111	487543008	TRUE
1112	488327008	TRUE
1113	489118016	TRUE
1114	489908992	TRUE
1115	490700000	TRUE
1116	491491008	TRUE
1117	492281984	TRUE
1118	493072992	TRUE
1119	493864000	TRUE
1120	494655008	TRUE
1121	495446016	TRUE
1122	496236992	TRUE
1123	497028000	TRUE
1124	497819008	TRUE
1125	498609984	TRUE
1126	499408000	TRUE
1127	500206016	TRUE
1128	501004000	TRUE
1129	501801984	TRUE
1130	502600000	TRUE
1131	503398016	TRUE
1132	504196000	TRUE
1133	504993984	TRUE
1134	505792000	TRUE
1135	506590016	TRUE
1136	507388000	TRUE
1137	508185984	TRUE
1138	508991008	TRUE
1139	509796000	TRUE
1140	510600992	TRUE
1141	511406016	TRUE
1142	512211008	TRUE
1143	513016000	TRUE
1144	513820992	TRUE
1145	514625984	TRUE
1146	515431008	TRUE
1147	516236000	TRUE
1148	517040992	TRUE
1149	517846016	TRUE
1150	518651008	TRUE
1151	519463008	TRUE
1152	520275008	TRUE
1153	521087008	TRUE
1154	521899008	TRUE
1155	522711005	TRUE
1156	523523008	TRUE
1157	524335008	TRUE
1158	525147008	TRUE
1159	525959008	TRUE
1160	526771008	TRUE
1161	527583008	TRUE
1162	528395008	TRUE
1163	529214016	TRUE
1164	530032992	TRUE
1165	530852000	TRUE
1166	531671008	TRUE
1167	532489984	TRUE
1168	533308992	TRUE
1169	534128000	TRUE
1170	534947008	TRUE
1171	535766016	TRUE
1172	536584992	TRUE
1173	537404032	TRUE
1174	538222976	TRUE
1175	539041984	TRUE
1176	539868032	TRUE
1177	540694016	TRUE
1178	541520000	TRUE
1179	542345984	TRUE
1180	543171968	TRUE
1181	543998016	TRUE
1182	544824000	TRUE
1183	545649984	TRUE
1184	546476032	TRUE
1185	547302016	TRUE
1186	548128000	TRUE
1187	548953984	TRUE
1188	549787008	TRUE
1189	550620032	TRUE
1190	551452992	TRUE
1191	552286016	TRUE
1192	553118976	TRUE
1193	553952000	TRUE
1194	554785024	TRUE
1195	555617984	TRUE
1196	556451008	TRUE
1197	557283968	TRUE
1198	558116992	TRUE
1199	558950016	TRUE
1200	559782976	TRUE
1201	560622976	TRUE
1202	561462976	TRUE
1203	562302976	TRUE
1204	563142976	TRUE
1205	563982976	TRUE
1206	564822976	TRUE
1207	565662976	TRUE
1208	566502976	TRUE
1209	567342976	TRUE
1210	568182976	TRUE
1211	569022976	TRUE
1212	569862976	TRUE
1213	570702976	TRUE
1214	571550016	TRUE
1215	572396992	TRUE
1216	573244032	TRUE
1217	574091008	TRUE
1218	574937984	TRUE
1219	575785024	TRUE
1220	576632000	TRUE
1221	577478976	TRUE
1222	578326016	TRUE
1223	579172992	TRUE
1224	580019968	TRUE
1225	580867008	TRUE
1226	581721024	TRUE
1227	582574976	TRUE
1228	583428992	TRUE
1229	584283008	TRUE
1230	585137024	TRUE
1231	585990976	TRUE
1232	586844992	TRUE
1233	587699008	TRUE
1234	588553024	TRUE
1235	589406976	TRUE
1236	590260992	TRUE
1237	591115008	TRUE
1238	591969024	TRUE
1239	592830016	TRUE
1240	593691008	TRUE
1241	594552000	TRUE
1242	595412992	TRUE
1243	596273984	TRUE
1244	597134976	TRUE
1245	597996032	TRUE
1246	598857024	TRUE
1247	599718016	TRUE
1248	600579008	TRUE
1249	601440000	TRUE
1250	602300992	TRUE
